url,character,full_description,clothing_description
https://finalfantasy.fandom.com/wiki,Gun (Female),"
Blond-haired, blue eyed (though, they appear green in certain artworks and in ''Last Order'') and short in stature to the rest of her coworkers, Gun (Female) wears the standard Turk uniform of black suit with black tie, white dress shirt and brown boots.

","the standard Turk uniform of black suit black tie, white dress shirt and brown boots"
https://finalfantasy.fandom.com/wiki,Martial Arts (Male),"
Physically imposing, Martial Arts (Male) wears the standard Turk uniform of black suit with black tie, white undershirt and brown boots.

","the standard Turk uniform of black suit black tie, white undershirt and brown boots"
https://finalfantasy.fandom.com/wiki,Martial Arts (Female),"
Martial Arts (Female) wears the standard Turk uniform of black suit with black tie, white dress shirt and brown boots.

","the standard Turk uniform of black suit black tie, white dress shirt and brown boots"
https://finalfantasy.fandom.com/wiki,Knife (Female),"
Knife (Female) has short black hair. She wears the standard Turk uniform of black suit with white dress shirt and brown boots. She wears the suit jacket open and the dress shirt collar unbuttoned. She wears a pair of white gloves and does not wear the black tie that goes with the suit.

",short black hair the standard Turk uniform of black suit with white dress shirt and brown boots the suit jacket open and the dress shirt collar white gloves the black tie that goes with the suit
https://finalfantasy.fandom.com/wiki,Bogard,"
Bogard's artwork depicts him as an elderly man with shoulder-length gray hair and a thick beard. He has pale blue eyes with a vertical scar over his left eye. Bogard wears a red breastplate with a loose dark blue shirt underneath and red gloves. He wears a short white cape that covers his chest and hangs down his back, secured with a red broach. Bogard wears a light brown belt with a small pouch attached, dark blue leg coverings and brown boots fitted with straps. A white sash adored with a black pattern at the bottom also hangs down from Bogard's breastplate.

In the mobile remake, Bogard's physical appearance is largely unaltered, however his outfit has some changes; Bogard wears a dark brown breastplate with an intricate bronze pattern and a skintight maroon shirt underneath with bronze bands around the biceps and dark brown gloves with a beige trim. A long green cape is draped over his shoulders and falls down to his shins where the cape is slightly frayed. He wears a brown belt with a small pouch attached and a circular bronze buckle, dark blue leg coverings with bronze greaves and sabatons and a beige skirt split into two pieces at the legs. This design is also used in the ''Adventures of Mana'' remake and subsequent appearances.

","shoulder-length gray hair and a thick beard pale blue eyes a vertical scar over his left eye a red breastplate a loose dark blue shirt underneath and red gloves a short white cape that covers his chest and hangs down his back, secured with a red broach a light brown belt with a small pouch attached, dark blue leg coverings and brown boots fitted with straps A white sash a black pattern Bogard's breastplate his outfit a dark brown breastplate with an intricate bronze pattern and a skintight maroon shirt bronze bands around the biceps and dark brown gloves with a beige trim A long green cape the cape a brown belt with a small pouch attached and a circular bronze buckle, dark blue leg coverings with bronze greaves and sabatons and a beige skirt"
https://finalfantasy.fandom.com/wiki,Yuj (Final Fantasy XIII),"
Yuj has feathery blue hair and striking hazel eyes. He wears a orange shirt with a subtle yellow gradient, with a dark red, long-sleeved shirt underneath, as well as black leather pants and black leather boots. His pants have a bag sewn in on the right hip, and he dons a scarf and feathers that he wears tucked into his belt. The belt appears to be made up of multiple links of metal with a small pattern pressed into them. He wears a necklace with a leather square that has the same patterns as the belt embossed upon it and a metal pendant over his clothing.

",feathery blue hair and striking hazel eyes a orange shirt shirt black leather pants and black leather boots His pants a scarf and feathers that he wears tucked into his belt The belt a small pattern pressed into them a necklace leather the same patterns the belt pendant over his clothing
https://finalfantasy.fandom.com/wiki,Big Bad Rascal,"
Big Bad Rascal wears a pale yellow shirt and denim overalls. He has unruly brown hair.

",a pale yellow shirt and denim overalls unruly brown hair
https://finalfantasy.fandom.com/wiki,Hope Estheim,"
[[File:Hope Hanging Edge.png|thumb|left|Hope Estheim.]]
As Lightning says in ''[[Final Fantasy XIII Episode Zero -Promise-]]'', Hope resembles his mother, inheriting her silver hair, green eyes, and facial structure. He is the shortest and youngest of the playable cast. Hope wears a short-sleeved yellow jacket with an attached orange capelet, a seafoam-green neckerchief over a black shirt, and black gloves with white palms. He wears green cargo pants with a detachable black pocket hanging from a black belt over his left leg and grayish-yellow above-ankle lace-up boots. His [[l'Cie]] brand is on his left wrist, covered by a gold cloth wristband.

In ''Final Fantasy XIII-2'', Hope has slightly longer hair, retains his wristband, and wears an Academy uniform of a long-sleeved yellow and white coat with a light blue necktie. He wears gray pants, black boots, black and red storage packs along the left shoulder and waist of his jacket, and retains his boomerang.

In ''Lightning Returns: Final Fantasy XIII'', Hope wears nearly identical attire to his ''Final Fantasy XIII'' outfit, only with a black-and-white chequered scarf rather than a green one.

","her silver hair, green eyes, and facial structure a short-sleeved yellow jacket a seafoam-green neckerchief over a black shirt, and black gloves with white palms green cargo pants a detachable black pocket a black belt over his left leg and grayish-yellow above-ankle lace-up boots a gold cloth wristband , Hope has slightly longer hair his wristband an Academy uniform of a long-sleeved yellow and white coat a light blue necktie gray pants, black boots, black and red storage packs along the left shoulder and waist of his jacket nearly identical attire to his ''Final Fantasy XIII'' outfit a black-and-white chequered scarf rather than a green one"
https://finalfantasy.fandom.com/wiki,Brandt,"
Brandt is a young man with short platinum blond hair and brown eyes. Brandt normally wears a long sky blue shirt with a small brown open vest, white pants with a brown belt and large buckle. He has brown gloves and brown boots. In artwork, his belt is replaced with an orange rope, his vest is colored black, and his boots are red.

His animal form is a small grey dog resembling a husky.

When using the crowns, Brandt's appearance changes according to which job he is using.

","short platinum blond hair and brown eyes a long sky blue shirt with a small brown open vest , white pants with a brown belt and large buckle brown gloves and brown boots his belt an orange rope his vest his boots"
https://finalfantasy.fandom.com/wiki,Aire,"
Aire is a young girl with shoulder-length blonde hair and brown eyes. She normally wears a short white dress and pink bodice with a brown belt and brown long-sleeved shirt underneath. She wears brown gloves and brown tights with white boots. Her artwork removes the sleeves and tights, giving her brown boots, a white headband, and a small black bow in place of the belt.

Her animal form is a small white [[cat]] with yellow markings and blue eyes.

When using the crowns, Aire's appearance changes according to which job she is using.

","shoulder-length blonde hair and brown eyes a short white dress and pink bodice a brown belt and brown long-sleeved shirt underneath brown gloves and brown tights with white boots the sleeves and tights her brown boots, a white headband a small black bow in place of the belt blue eyes"
https://finalfantasy.fandom.com/wiki,Yunita,"
[[File:Yunita Roses.png|left|150px]]
Yunita has long brown hair tied in a ponytail, with French braids on her temples and two locks of hair loose by her ears. She wears a breastplate over a red dress with a pleated skirt and tan trousers. She wears tall brown leather gauntlets and boots. While her artwork shows her with full torso armor (including on her arms), her character model only has a breastplate and pauldrons with a brown shirt underneath. Her gauntlets and boots are white rather than brown.

Her animal form is a brown-and-white rabbit.

When using [[Final Fantasy: The 4 Heroes of Light crowns|crowns]], Yunita's appearance changes according to which [[job system|job]] she is using.
{{clear}}

",long brown hair tied in a ponytail French braids on her temples and two locks of hair loose by her ears a breastplate over a red dress with a pleated skirt and tan trousers tall brown leather gauntlets and boots full torso armor ( a breastplate and pauldrons with a brown shirt underneath Her gauntlets and boots
https://finalfantasy.fandom.com/wiki,Jusqua,"
Jusqua is a young man with short, slicked back platinum blond hair and grey eyes. He normally wears a long green coat with black fur trim and a silver clasp at the top over a white shirt and brown mittens. He wears white trousers with knee-high brown boots.

His [[Animal Staff|animal form]] is a rooster with feathers of the same color as his hair.

When using the crowns, Jusqua's appearance changes according to which job he is using.

",platinum blond hair and eyes a long green coat fur a silver clasp the top over a white shirt and brown mittens white trousers with knee-high brown boots feathers of the same color his hair
https://finalfantasy.fandom.com/wiki,User:Aerith Angel of Heaven,"

:Civilian - Aerith's civilian outfit consists of a long, pink dress, along with a bolero jacket and brown hiking boots.
She keeps her long, brown hair tied up with a pink ribbon
:Royal - Aerith wears a royal outfit on special occasions in business of political reasons. It consists of her hair being tied up with a pink ribbon sometimes, or just let down. She also wears a variety of dresses that are very upright and complex.

","Civilian - Aerith's civilian outfit a long, pink dress, a bolero jacket and brown hiking boots her long, brown hair tied up with a pink ribbon
 a royal outfit on special occasions in business of political reasons her hair a pink ribbon dresses"
https://finalfantasy.fandom.com/wiki,Hart,"
[[File:NPC-ffvii-man17.png|thumb|left|Deputy Mayor Hart's character model in ''Final Fantasy VII''.]]
Hart is an older man with an average build, fair skin, and green eyes. He has gray hair worn in a ponytail in ''Final Fantasy VII'' and slicked back white hair in ''Remake.'' In both appearances, he has a three-forked goatee.

In the original ''Final Fantasy VII'', he wears a a formal white jacket resembling a karate ''gi'', a gray ''obi'', a light blue undershirt, dark green pants, and black boots. In ''Remake'', he wears three layers of formal clothing consisting of a tan sports coat with a dark red pocket square, a dark purple vest with pin stripes, and a white dress shirt worn with a red tie. He wears dark green breeches, tall brown woolen socks, and black dress boots. He wears a watch on his right arm.
","green eyes gray hair worn in a ponytail in ''Final Fantasy VII'' white hair a three-forked goatee a a formal white jacket resembling a karate ''gi'', a gray ''obi'', a light blue undershirt, dark green pants, and black boots formal clothing a tan sports coat pocket a dark purple vest with pin stripes, and a white dress shirt worn with a red tie tall brown woolen socks, and black dress boots a watch"
https://finalfantasy.fandom.com/wiki,Cuore,"
Cuore has teal hair with a purple hair clip and amber eyes (blue in 2D). She physically resembles Rydia and wears a purple dress in the 2D version. In the 3D version, she wears a white dress like the other Maenads and has green hair instead of teal.

",teal hair with a purple hair clip and amber eyes a purple dress in the 2D version a white dress like the other Maenads green hair instead of teal
https://finalfantasy.fandom.com/wiki,Yaag Rosch,"
[[File:Yaag_concept.jpg|thumb|Character concept.]]
Rosch has silver hair, styled in thick, collar-length bangs spiked at the front and slicked down at the back, and a short ponytail tied with a black ribbon. He has sharp facial features, a thin scar above his left eye running the length of his forehead, and violet-gray eyes. He wears the standard uniform of a male PSICOM lieutenant colonel and wears a military saber on his belt. The engraving on Rosch's saber reads ""RBTSKJRZZ"" in the [[Language#Fabula Nova Crystallis: Final Fantasy|script of Cocoon]]. These letters are the romaji initials of the popular Buddhist mantra 臨 ・ 兵 ・ 闘 ・ 者 ・ 皆 ・ 陣 ・ 裂 ・ 在 ・ 前, which means ""Come warriors, fight as one, ready in formation, line up and take position in front.""

","silver hair, styled in thick, collar-length bangs spiked at the front and slicked down at the back a short ponytail tied with a black ribbon a thin scar above his left eye running the length of his forehead, and violet-gray eyes the standard uniform of a male PSICOM lieutenant colonel his belt"
https://finalfantasy.fandom.com/wiki,Jihl Nabaat,"
[[File:FFXIII-JihlConcept.jpg|150px|thumb|Concept art by [[Nao Ikeda]].]]
Jihl has blonde hair that reaches to her mid-thigh and olive green eyes. In ''Final Fantasy XIII-2'', Nabaat's hair is more silvery. She wields a baton primarily used for fencing. Nabaat's glasses, which she normally wears unless in a fight, are thin-framed and have her initials in [[Language#Final Fantasy XIII|Cocoon script]] engraved in the arm. As confirmed in the ''Final Fantasy XIII Ultimania Omega'', Jihl only wears the glasses to appear kind and trustworthy before crushing them on the ''[[Palamecia (Final Fantasy XIII)|Palamecia]]'', a representation of her discarding her guise and fully assuming her true personality.&lt;ref&gt;http://thelifestream.net/forums/showthread.php?t","blonde hair that reaches to her mid-thigh and olive green eyes Nabaat's hair Nabaat's glasses, which she normally wears the glasses"
https://finalfantasy.fandom.com/wiki,User:JFHavoc,"
I am surprisingly tall for my age. I'm constantly being told: ""you're so tall!"" It can get annoying sometimes. I have blonde hair that would cover my eyes if I didn't brush it to the side. It's rather messy and not really controlled at all, and if you try to brush it or make it look neater it only makes it worse. My hair is about average length, I don't really know how to describe the length other than average. I'm also very skinny. My dad always says I need to build some muscle, but I'm perfectly happy just not being fat. No matter what season it is I'm ''always'' wearing pants/shorts of the darkest navy blue color I can find. My shirts tend to have sleeves just long enough to pass as a short-sleeved shirt and not a tank top. They're usually either black or white. I don't wear many different colored shirts. That doesn't mean I don't have ''any'' colored shirts, because believe me I do, I just don't wear them as much. I'm always wearing a belt. It isn't because my pants are too big. On occasion that's why I'm wearing it, but as I told you before: I'm tall, and getting taller as we speak. My mom has to constantly keep buying me new pants. I always had to wear a belt because since I grow so fast she usually buys them a little big so we can buy them less often... It never works. Regardless, I wore the belt so much it became a habit, and now it's just always on. Last, my shoes never change: Black Converse High Tops. I hate them... a lot, but I can't seem to stop buying them. They're a pain to put on and there is always a wrinkle in my sock that I can never fix. I just keep getting them though. I think I'm attached to them... I don't know.


",blonde hair that would cover my eyes if I didn't brush it to the side My hair some muscle pants/shorts of the darkest navy blue color I can find My shirts sleeves a short-sleeved shirt and not a tank top many different colored shirts ''any'' colored shirts a belt my pants new pants a belt the belt my shoes
https://finalfantasy.fandom.com/wiki,Cid Raines,"
[[File:Raines-boss-artwork-ffxiii.png|thumb|Cie'th form.]]
Raines is a young man with black hair and gray eyes. According to [[Tetsuya Nomura]], male [[Sanctum (Final Fantasy XIII)|Sanctum]] officials shave the sides of their heads, but Cid wears his hair in a style that covers this.&lt;ref name",black hair and gray eyes his hair
https://finalfantasy.fandom.com/wiki,Galenth Dysley,"
[[File:Barthandelus Third Form.png|thumb|right|Barthandelus's final form.]]
Dysley is an elderly man wearing ornate gold and white robes with a blue shawl that crosses his chest. His headdress has gold ornamentation rising from the top and extends a transparent lavender veil over his head. The front of his robes are covered in gold jewelry, and he carries a white and gold staff bearing the emblem of the god [[Lindzei]] at the top with a coiling serpent. He stands 185cm tall.&lt;ref name",ornate gold and white robes a blue shawl that crosses his chest His headdress gold the top a transparent lavender veil over his head his robes gold jewelry a white and gold staff bearing the emblem of the god the top with a coiling serpent
https://finalfantasy.fandom.com/wiki,User:Hexedmagica/Dissidia,"
Hexed's default appearance has him wearing a shirt with the cover art of ''...And Justice For All'' and jeans. His alternate appearance has him wearing the Ceanataur Armor from Monster Hunter Freedom. His third appearance, an unheard of thing in the Dissidia universe is Magnus Hexed from [[Forum:Echoes of Strife|Echoes of Strife]].
",a shirt cover jeans
https://finalfantasy.fandom.com/wiki,User:Werefang/Dissidia,"
Universally, he has medium length, dark brown hair; grey eyes; and reletively pale skin.

In his first costume, he is seen with thin facial hair.  He wears dark blue, denim jeans; a dark red T-shirt and a black, zipper, hooded sweatshirt, openned in the front.  He also wears a pair of black, hard sole sneakers.  Is hair is styled in a bit of a comb-over with hair falling onto his forhead.

His alternative costum is similar though it has some differences.  He is clean shaven with black, denim jeans; faded green T-shirt and black long coat, also openned in the front.  His hair is slicked back, out of his face.

His manikan is a dark green color and is called '''Lone Wolf'''.

","medium length, dark brown hair grey eyes; and reletively pale skin his first costume thin facial hair denim jeans a dark red T-shirt and a black, zipper, hooded sweatshirt black, hard sole sneakers hair hair falling onto his forhead black, denim jeans green T-shirt and black long coat His hair"
https://finalfantasy.fandom.com/wiki,User:Jeppo/Dissidia,"
Jeppo wears a thick, black shirt with purple trimmings and black jeans. He wears black gloves which has a small paraffin container which he can use to create fireballs. The gloves themselves are, obviously, fire-resistant. Clipped onto his belt is a hilt with a retractable blade inside. The blade shoots out with the touch of a button on the hilt and can be used as a sword.

","a thick, black shirt with purple trimmings and black jeans black gloves which has a small paraffin container which he can use to create fireballs The gloves themselves his belt a retractable blade inside The blade a button on the hilt a sword"
https://finalfantasy.fandom.com/wiki,User:Daiton/Dissidia,"
He wears a gray jacket sleeves pushed up, Beanie on his head, Blue jeans,and Sneakers.
","a gray jacket sleeves Blue jeans,and Sneakers"
https://finalfantasy.fandom.com/wiki,Nora Estheim,"
[[File:Nora Estheim art.jpg|thumb|Nora concept art.]]
Nora has green eyes and layered shoulder-length warm silver hair. She wears a simple brown necklace under an orinoco and vanilla-colored summer knit wrap sweaterdress with a leather waistband, off-shoulder sleeves, ivory capri pants, and brown wedge sandals.

","green eyes and layered shoulder-length warm silver hair a simple brown necklace a leather waistband, off-shoulder sleeves, ivory capri pants, and brown wedge sandals"
https://finalfantasy.fandom.com/wiki,Bartholomew Estheim,"
[[File:Bartholomew Estheim concept art.jpg|thumb|Bartholomew concept artwork.]]
Bartholomew is a bespectacled middle-aged man in a black suit with black pants. He wears a gray tie and and his neck is white on his suit. He has short brown hair, grey eyes and a beard.

","a black suit with black pants a gray tie his suit short brown hair, eyes and a beard"
https://finalfantasy.fandom.com/wiki,Amodar,"
Amodar is a fat, muscular but tall man with an oval face and dark skin. He has short, spiky, brown hair and brown mustache. He wears a white shirt with silver stripes around the neck and on his chest. His [[Guardian Corps]] jacket consists of white-and-blue material stapled with belts and on the right arm he has a bracer with two orange fluorescent stripes indicating his lieutenant position within the corps. His pants are of black-and-white material with orange stripes at the sides. Amodar wears metal boots.

[[Nao Ikeda]], who designed most of ''Final Fantasy XIII'' character cast, modeled Amodar after another [[Square Enix]] worker, Hideo Kubota, the game's character modeling director, due to a scenario writer's suggestion.{{Citation needed}}

",brown hair and brown mustache a white shirt with silver stripes around the neck and on his chest jacket white-and-blue material stapled with belts and His pants black-and-white material with orange stripes metal boots
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Character: Hikari Souma,"

Hikari bears back-length, diswater blond hair and blue eyes. Her common outfit is a black, sleeveless, enlongated [http://en.wikipeida.org/wiki/Qipao cheongsam] lined with red. She also wears red, silk slacks and black ankle boots.

","back-length, diswater blond hair and blue eyes Her common outfit silk slacks and black ankle boots"
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Character: Leila (Kodomotachi),"

Leila seems to be a woman in her late teens to early twenties, thus making her around Hikari's age. She wears grey armor with red trim and a purple cape, similar to [[Garland (Final Fantasy)/Dissidia (PSP)|her father]]. She has yellow-colored eyes, and her hair is hidden beneath her helmet. She has been seen to bear black bangs.

","grey armor with red trim and a purple cape, similar to [[Garland (Final Fantasy)/Dissidia (PSP)|her father] yellow-colored eyes her hair her helmet black bangs"
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Character: Prince Mason,"

Mason's appearance bears some similarity to his father's; he wears armor, clawed gaunlets, a transparent skirt, and makeup. However, Mason's armor is silver, his gauntlets, makeup, and cape are red, and his skirt is cyan. Also, Mason's hair is shorter.

","armor, clawed gaunlets, a transparent skirt, and makeup Mason's armor his gauntlets, makeup, and cape his skirt Mason's hair"
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Character: Diana Ippotis,"

Diana is a young girl (her and Shiro are the youngest members) with blond hair and blue eyes (both brighter than [[User:WildRose18/Kodomotachi/Character: Hikari Souma|Hikari's]]). She wears the red sage robes of the Onion Knight's Sage attire in his EX Mode.

",blond hair and blue eyes (both brighter than [[User:WildRose18/Kodomotachi/Character: Hikari Souma|Hikari's]]) the red sage robes of the Onion Knight's Sage attire in his EX Mode
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Character: Acid Rain,"

Acid Rain bears white bangs that reach the edge of his face. The rest of his hair is pitch black, and reaches his back. He shares the red heart-like tattoo on his forehead like his mother, and wears green and brown coverings to retain modesty. He also bears two lime green, mouthed tentacles (much like [[Cloud of Darkness|his mother]]) and wears a brown cape attatched to his wrists. He basically looks like a male version of [[Cloud of Darkness]].

","white bangs that reach the edge of his face his hair tattoo two lime green, mouthed tentacles (much like [[Cloud of Darkness|his mother]]) a brown cape"
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Character: Ceodore Harvey (Kodomotachi),"

Ceodore's appearance in ''Kodomotachi'' is more simplistic than his ''After Years'' look. He wears a sleeveless, blue turtleneck shirt, an armored, fitting waistguard covered with blue cloth that bears a gold trim over top navy colored pants. He retains his pale blond hair and blue eyes, and adapts the more ""manga""-like appearance. He wears a headband similar to [[Cecil Harvey|his father]]'s, only it is light blue lined with silver.

","a sleeveless, blue turtleneck shirt, an armored, fitting waistguard covered with blue cloth that bears a gold trim over top navy colored pants his pale blond hair and blue eyes a headband similar to ["
https://finalfantasy.fandom.com/wiki,User:SilverCrono/Crono,"
Crono is a relatively tall young man with a lean build. He has short, jet black hair with two sets of bangs that frame his face, and another, shorter set that falls down towards his nose. Crono has dark brown eyes that tend to blend in with his hair, and a somewhat tan complexion. His face is usually formed into a nonchalant, aloof expression, and his eyes are almost always half-closed, giving off an air of no concerns or even drowsiness.

Crono's [http://silvercrono.deviantart.com/#/d56v40o primary and most noticeable attire] is his long, dark grey, long sleeved coat/cloak accentuated by a white stripe that goes down the length of the zipper and branches out on the torso. The coat has a white lining, and has an abnormally long hood that Crono almost never wears. Two belts cross at Crono's waist on top of the cloak, holding up the scabbard to his gunblade. The light coat usually remains zipped down to the waist, where it opens to reveal the light grey cargo pants Crono wears underneath, and continues to about ankle level before stopping. Crono wears black gloves on each hand, and on his right hand, he wears a long black bandage-like strip the entire length of his arm. On his feet, Crono wears black boots that his pants tuck into.

[http://silvercrono.deviantart.com/art/Alt-Crono-313863117?q","short, jet black hair with two sets of bangs that frame his face, and another, shorter set that falls down towards his nose dark brown eyes that tend to blend in with his hair his eyes Crono's [http://silvercrono.deviantart.com/#/d56v40o primary and most noticeable attire] long sleeved coat/cloak accentuated by a white stripe the zipper The coat a white lining an abnormally long hood that Crono almost never wears Two belts top of the cloak The light coat the light grey cargo pants Crono wears underneath black gloves bandage black boots that his pants tuck into"
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Character: Cecilia Harvey (Kodomotachi),"

Cecilia has wavy, back-length black hair, almost as dark as [[Golbez]]'s armor and has indigo-colored eyes. She wears a purple dress with a Reniassance-style neckline, puffy sleeves, a black miniskirt with armor-plated hip guards over-top, black ankle boots, and three-layered, metal gloves that go into her sleeves.

","wavy, back-length black hair, almost as dark as [[Golbez] armor indigo-colored eyes a purple dress with a Reniassance-style neckline, puffy sleeves, a black miniskirt with armor-plated hip guards over-top, black ankle boots, and three-layered, metal gloves that go into her sleeves"
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Character: Linaly Klauser,"

Linaly's hair is up in a high ponytail that reaches her back, and wears a white dress with spaghetti straps and a skirt that goes down to mid-thigh. Over this, she wears an open, cyan vest, with blue and cream colored gauntlets. She wears a red cape tied around her shoulders with a golden clip. She wears white leggings and blue ankle boots with a cyan gem on each.

","Linaly's hair a high ponytail that reaches her back a white dress with spaghetti straps and a skirt that goes down to mid-thigh an open, cyan vest, blue and cream colored gauntlets a red cape white leggings and blue ankle boots a cyan gem on each"
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Character: Meg,"

Meg has shoulder-length, cyan hair, cold golden eyes, and red lipstick. She wears a gold choker, a silver breastplate with two straps attaching two horns of contrasting sizes on her shoulders, a brown belt that goes down diagnolly from her left hip, an armor-plated waistguard that reaches mid-thigh, cyan pants, and armored boots. She wears horned elbow guards and fingerless gloves with cuffs on them, as well.

","shoulder-length, cyan hair, cold golden eyes, and red lipstick a gold choker, a silver breastplate with two straps attaching two horns of contrasting sizes on her shoulders, a brown belt that goes down diagnolly from her left hip, an armor-plated waistguard that reaches mid-thigh, cyan pants, and armored boots fingerless gloves cuffs on them"
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Character: Akosmia,"

Akosmia possesses long, stringy black hair that reaches her ankles and red eyes. She has a rather curvacious body, with a black, strapless, knee-length dress with a transparent, blood-red shawl around her shoulders. She wears Greek sandals along with this outfit.

Her true form is more demonic, taking on the form of what seems to be a [http://en.wikipedia.org/wiki/Erinyes Fury]-type monster. In this form, her skin is a sickly brown color, and her hair is now grey, and writhes about like snakes. Her eyes are fully red now, and not just her irises. She only wears a tattered form of her original clothing, and her hands and feet are clawed. She bears bat wings that are twice as long as her arms.

","black hair that reaches her ankles and red eyes a black, strapless, knee-length dress with a transparent, blood-red shawl around her shoulders Greek sandals this outfit her hair Her eyes her original clothing bat wings that are twice as long as her arms"
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Character: Heiji Palazzo,"

Heiji has bluish-black hair tied back in a bun with two wooden, beaded hairpins sticking out of it. Her ruffled bangs are parted down the middle, and hang slightly over her brown eyes. She wears a red and yellow striped kimono top with short sleeves and pink gloves. She also wears a knee-length, orange skirt, white tights, and zori sandals.

Her ""goddess"" form slightly resembles the sprite for a goddess in [[Final Fantasy VI]]. Her hair is now down, but she retains her hair color. Two strips of blue cloth now cover her body, and her skirt is now fused with her tights. She bears a gold emblem on her body, and pink skin.

","bluish-black hair a bun Her ruffled bangs her brown eyes a red and yellow striped kimono top with short sleeves and pink gloves orange skirt, white tights, and zori sandals Her hair hair Two strips of blue cloth now cover her body, and her skirt is now fused with her tights. a gold emblem"
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Character: Suki Strife,"

Suki bears black hair tied back into a high ponytail and has tan streaks and white highlights. She has glowing, blue eyes, due to [[Cloud Strife|her father]]'s injection with [[Mako]] prior to Suki's birth. She wears a pink dress that reaches mid-thigh and long, white leg-of-mutton sleeves. She also wears sandals.

","black hair tied back into a high ponytail tan streaks and white highlights blue eyes a pink dress that reaches mid-thigh and long, white leg-of-mutton sleeves sandals"
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Character: Mirage,"

Mirage wears a feminized version of [[Sephiroth]]'s own outfit, complete with a black leather mini skirt, furisode-like sleeves, and high-rise boots with three buckles. Her hair bears more of a resemblance to a [[Remnants of Sephiroth|Remnant of Sephiroth]], [[Kadaj]], however.

","]'s own outfit, complete with a black leather mini skirt, furisode-like sleeves, and high-rise boots with three buckles Her hair"
https://finalfantasy.fandom.com/wiki,User:SilverCrono/Me,"
&lt;center&gt;http://i443.photobucket.com/albums/qq156/DrakeClawfang/CronoBanner.jpg&lt;/center&gt;
Silver Crono's appearance is that of a young man with spiky silver hair. He has dark gray eyes and wears a short sleeved gray shirt underneath a light blue tunic. He always has a katana and a black belt, along with white pants, a pair of gunmetal boots and gauntlets and a white headband around his forehead. 

Crono's first alternate outfit ""Original Classic"" features him wearing the clothes of the character Crono from the popular game Chrono Trigger; it is a pallete swap of his original attire. He has spiky red hair, bright green eyes and wears a short sleeved green shirt underneath a light blue tunic. He now has yellow pants, a pair of dark brown boots and gauntlets and a white headband around his forehead. 

Crono's second alternate outfit ""Third Black Belt"" depicts him in the [[Black Belt (Final Fantasy III)|Black Belt]] job attire for Luneth, from Final Fantasy III. He has light silver hair and indigo eyes. He wears a dark purple shirt with a same-colored cape under a white ''gi''. He has a dark purple belt and dark blue greaves, gloves, and boots.

Crono's [[Manikin]], the '''Null Conscript''', is dark silver with a blue hue.
{{clear|left}}

","spiky silver hair dark gray eyes a short sleeved gray shirt a light blue tunic a katana and a black belt, white pants gunmetal boots and gauntlets a white headband around his forehead first alternate outfit the clothes of the character Crono his original attire spiky red hair, bright green eyes a short sleeved green shirt a light blue tunic yellow pants, a pair of dark brown boots and gauntlets and a white headband around his forehead Crono's second alternate outfit ""Third Black Belt"" job attire for Luneth, from Final Fantasy III light silver hair and indigo eyes a dark purple shirt a same-colored cape under a white ''gi a dark purple belt and dark blue greaves, gloves, and boots"
https://finalfantasy.fandom.com/wiki,User:SilverCrono/Story/Datalog/Maria,"
Maria is a relatively average sized young woman, with a skinny build. She has long, cascading brunette hair that can appear violet in the right light. She prefers to keep it in a long, tight braid, allowing only a fraction of her hair to flow over her face. Maria has dark eyes and pale skin. When happy, her face takes on a calm, content look, but when upset or agitated, her face forms a frown of quiet fury that can also be seen in her eyes.

Before a certain point in the story, Maria wears a light pink shirt with blue arm warmers and off white pants. The pants are tucked into black boots with small heels. Two or three scarves are wrapped around her waist.

After a turning point on the story, however, Maria's attire takes a drastic turn. She can then be found in a short-sleeved blue blouse that reaches down to skirt her legs. The blouse has two white lines on either side, separating the blue front from the black sides and back. On her waist are two belts, one of which holds her waist quiver in place for her archery. Under the blouse, Maria wears thigh high stockings with a garter belt. Over this, she wears a pair of silver knee high boots without a heel. Over all of this, she wears a light purple, ankle-length cloak that is connected by a silver neck clasp. She also wears her trademark pendant, a red gem encased in a blue lining, chained around her neck.

","brunette hair that can appear violet in the right light a long, tight braid her hair dark eyes and pale skin her eyes a light pink shirt with blue arm warmers and off white pants The pants black boots with small heels Maria's attire a short-sleeved blue blouse that reaches down to skirt her legs The blouse two belts, one of which holds her waist quiver in place for her archery the blouse high stockings with a garter belt silver knee high boots a heel a light purple, ankle-length cloak that is connected by a silver neck clasp her trademark pendant, a red gem encased in a blue lining,"
